w,age,a,z
16267.79362596833,25,1.1,-.95004225
3122.765038761341,21,4.0999999,-.65088904
1479.690658069744,27,1.66,-.95831555
3221.836018613822,28,0,-.97073621
6444.944660683796,23,3,-.69391543
11725.390409939,24,4.0300002,-.37936637
16728.37555956939,25,6.5,-.24025202
2804.244818325556,24,0,-1.326395
6625.252039404484,21,0,-.82050055
7038.255327562997,22,0,-.86731195
1533.168245998432,31,3.6500001,-.80143338
3187.755104063888,32,1.124,-.77266198
2973.262487419317,33,9.9499998,-.68123722
1719.184371202747,22,0,-.81726778
1844.01300531743,32,80.080002,-.094694361
5066.574354866174,31,2.3599999,-.49486238
7264.238409821042,33,2.135,-.41355476
10369.98052877669,34,1.78,-.42758206
10767.16308101208,34,1.52,-.33006456
10074.64273281016,22,27.200001,-.41176176
6316.583485481788,38,0,-1.0866075
2830.122069372728,31,0,-.90629375
1278.585132977039,31,18.35,-1.0235602
2973.262487419317,34,10.75,-.6507057
1297.695444482939,39,19.799999,-.61181229
10574.14438098545,35,0,-.69483173
1501.945686122568,31,0,-.65300357
1197.504731383768,36,0,-.43376994
1475.432079864459,37,0,-.97451341
6526.469995880473,25,9.5299997,-.358446
3805.414816692444,30,17.163,-.58337557
4870.295648882959,25,11.22,.18760078
3118.262473921261,30,10.9,-.1707629
4340.655857139224,31,0,-.12683323
4782.503976648363,21,0,-.63275921
6451.296828357064,22,0,-1.2203555
8179.63110965969,24,8.1499996,-1.0086834
9292.928318268978,25,18.200001,-.66998971
5040.274405664652,32,0,-.94055438
5832.922778904809,25,13.85,-.67008787
7060.071869325595,32,15,-.64384538
10091.72852152384,33,1.4,-1.3040739
4842.239054047147,21,11.95,-.42193663
6563.759855113186,23,0,-.43481055
10155.432204398,24,0,-.38091502
1359.259479668563,25,4.0500002,-.21594921
1746.810131764393,26,0,-.69141823
9439.395831521686,21,17.049999,-.46923953
1155.069923307352,39,0,-.60373086
1882.184786158671,40,0,-1.040037
7475.482473112123,21,9.8009996,-.37578586
5122.35331993315,22,12.15,-.19461136
1629.428823987948,21,0,-.89108312
